Individual,Block,Strain,Replicate,Cell,Environment,Sex,Focal haplotype,Social haplotype,Mortality,Social Survival,Development time (hrs),Wing size (mm),Day emerged,Hours from lights on,Female offspring,Male offspring,Total female assay,Male red 1,Female red 1,Total red vial 1,Male bw 1,Female bw 1,Total bw vial 1,Proportion red vial 1,Male red 2,Female red 2,Total red vial 2,Male bw 2,Female bw 2,Total bw vial 2,Proportion red vial 2,Total red all vials,Total bw all vials,Proportion red all vials
575,2,Dahomey 2,12,13,4,F,Dahomey,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,2,Dahomey 2,12,13,4,M,Dahomey,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,2,Israel 2,12,14,4,F,Israel,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,2,Dahomey 2,12,14,4,M,Dahomey,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,2,Sweden 2,12,15,4,F,Sweden,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,2,Dahomey 2,12,15,4,M,Dahomey,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,2,Barcelona 2,12,16,4,F,Barcelona,Israel,N,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,2,Israel 2,12,16,4,M,Israel,Barcelona,N,N,NA,NA,NA,NA,NA,NA,NA,0,0,0,20,21,41,0,22,29,51,0,0,0,1,51,41,0.554347826
583,2,Brownsville 2,12,17,4,F,Brownsville,Israel,N,N,NA,NA,NA,NA,7,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,2,Israel 2,12,17,4,M,Israel,Brownsville,N,N,NA,NA,NA,NA,NA,NA,NA,16,29,45,0,0,0,1,0,0,0,1,0,1,0,45,1,0.97826087
585,2,Dahomey 2,12,18,4,F,Dahomey,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,2,Israel 2,12,18,4,M,Israel,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,2,Israel 2,12,19,4,F,Israel,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,2,Israel 2,12,19,4,M,Israel,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,2,Sweden 2,12,20,4,F,Sweden,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,2,Israel 2,12,20,4,M,Israel,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,2,Barcelona 2,12,21,4,F,Barcelona,Sweden,N,L,244,NA,10,6,55,45,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,2,Sweden 2,12,21,4,M,Sweden,Barcelona,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
593,2,Brownsville 2,12,22,4,F,Brownsville,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,2,Sweden 2,12,22,4,M,Sweden,Brownsville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,2,Dahomey 2,12,23,4,F,Dahomey,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,2,Sweden 2,12,23,4,M,Sweden,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,2,Israel 2,12,24,4,F,Israel,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,2,Sweden 2,12,24,4,M,Sweden,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,2,Sweden 2,12,25,4,F,Sweden,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,2,Sweden 2,12,25,4,M,Sweden,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,3,Barcelona 1,13,1,5,F,Barcelona,Barcelona,N,N,260,1.102,10,22,24,34,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,3,Barcelona 1,13,1,5,M,Barcelona,Barcelona,N,N,258,1.009,10,20,NA,NA,NA,21,13,34,0,0,0,1,6,10,16,0,0,0,1,50,0,1
603,3,Brownsville 1,13,2,5,F,Brownsville,Barcelona,N,N,259,0.988,10,21,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,3,Barcelona 1,13,2,5,M,Barcelona,Brownsville,N,N,268,NA,11,6,NA,NA,NA,41,39,80,5,8,13,0.860215054,21,35,56,0,0,0,1,136,13,0.912751678
605,3,Dahomey 1,13,3,5,F,Dahomey,Barcelona,N,N,268,,11,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,3,Barcelona 1,13,3,5,M,Barcelona,Dahomey,N,N,269,0.94,11,7,NA,NA,NA,0,0,0,8,18,26,0,0,0,0,0,0,0,0,0,26,0
607,3,Israel 1,13,4,5,F,Israel,Barcelona,P,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,3,Barcelona 1,13,4,5,M,Barcelona,Israel,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
609,3,Sweden 1,13,5,5,F,Sweden,Barcelona,N,N,267,0.981,11,5,17,15,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,3,Barcelona 1,13,5,5,M,Barcelona,Sweden,N,N,260,0.82,10,22,NA,NA,NA,39,41,80,0,0,0,1,8,8,16,0,0,0,1,96,0,1
611,3,Barcelona 1,13,6,5,F,Barcelona,Brownsville,N,N,249,1.202,10,11,40,41,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,3,Brownsville 1,13,6,5,M,Brownsville,Barcelona,N,N,250,,10,12,NA,NA,NA,0,0,0,36,32,68,0,0,0,0,1,2,3,0,0,71,0
613,3,Brownsville 1,13,7,5,F,Brownsville,Brownsville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,3,Brownsville 1,13,7,5,M,Brownsville,Brownsville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,3,Dahomey 1,13,8,5,F,Dahomey,Brownsville,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,3,Brownsville 1,13,8,5,M,Brownsville,Dahomey,N,P,268,,11,6,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,3,Israel 1,13,9,5,F,Israel,Brownsville,N,N,283,0.969,11,21,6,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,3,Brownsville 1,13,9,5,M,Brownsville,Israel,N,N,252,NA,10,14,NA,NA,NA,0,0,0,21,4,25,0,0,0,0,0,0,0,0,0,25,0
619,3,Sweden 1,13,10,5,F,Sweden,Brownsville,N,N,261,,10,23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,3,Brownsville 1,13,10,5,M,Brownsville,Sweden,N,N,261,0.936,10,23,NA,NA,NA,0,0,0,24,29,53,0,0,0,0,6,14,20,0,0,73,0
621,3,Barcelona 1,13,11,5,F,Barcelona,Dahomey,N,N,267,0.811,11,5,9,11,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,3,Dahomey 1,13,11,5,M,Dahomey,Barcelona,N,N,264,NA,11,2,NA,NA,NA,0,0,0,30,38,68,0,3,3,6,0,1,1,0.857142857,6,69,0.08
623,3,Brownsville 1,13,12,5,F,Brownsville,Dahomey,N,N,266,NA,11,4,19,17,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,3,Dahomey 1,13,12,5,M,Dahomey,Brownsville,N,N,266,0.84,11,4,NA,NA,NA,17,18,35,0,0,0,1,6,4,10,0,1,1,0.909090909,45,1,0.97826087
625,3,Dahomey 1,13,13,5,F,Dahomey,Dahomey,N,N,246,1.264,10,8,40,31,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,3,Dahomey 1,13,13,5,M,Dahomey,Dahomey,N,N,268,0.957,11,6,NA,NA,NA,0,0,0,33,35,68,0,0,0,0,22,30,52,0,0,120,0
627,3,Israel 1,13,14,5,F,Israel,Dahomey,N,N,265,NA,11,3,13,19,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,3,Dahomey 1,13,14,5,M,Dahomey,Israel,N,N,273,NA,11,11,NA,NA,NA,19,21,40,5,9,14,0.740740741,1,1,2,1,6,7,0.222222222,42,21,0.666666667
629,3,Sweden 1,13,15,5,F,Sweden,Dahomey,N,N,246,1.179,10,8,13,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,3,Dahomey 1,13,15,5,M,Dahomey,Sweden,N,N,245,1.102,10,7,NA,NA,NA,23,21,44,0,0,0,1,9,14,23,0,0,0,1,67,0,1
631,3,Barcelona 1,13,16,5,F,Barcelona,Israel,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,3,Israel 1,13,16,5,M,Israel,Barcelona,N,P,248,1.179,10,10,NA,NA,NA,42,31,73,0,0,0,1,5,12,17,0,0,0,1,90,0,1
633,3,Brownsville 1,13,17,5,F,Brownsville,Israel,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,3,Israel 1,13,17,5,M,Israel,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
635,3,Dahomey 1,13,18,5,F,Dahomey,Israel,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,3,Israel 1,13,18,5,M,Israel,Dahomey,N,P,252,1.014,10,14,NA,NA,NA,23,26,49,3,2,5,0.907407407,12,11,23,3,9,12,0.657142857,72,17,0.808988764
637,3,Israel 1,13,19,5,F,Israel,Israel,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,3,Israel 1,13,19,5,M,Israel,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
639,3,Sweden 1,13,20,5,F,Sweden,Israel,N,N,NA,1.194,NA,NA,25,21,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,3,Israel 1,13,20,5,M,Israel,Sweden,N,N,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,3,Barcelona 1,13,21,5,F,Barcelona,Sweden,N,N,258,NA,10,20,28,20,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,3,Sweden 1,13,21,5,M,Sweden,Barcelona,N,N,260,1.03,10,22,NA,NA,NA,39,51,90,0,0,0,1,23,27,50,0,0,0,1,140,0,1
643,3,Brownsville 1,13,22,5,F,Brownsville,Sweden,N,N,252,1.083,10,14,23,22,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,3,Sweden 1,13,22,5,M,Sweden,Brownsville,N,N,270,0.926,11,8,NA,NA,NA,0,0,0,34,44,78,0,0,0,0,15,10,25,0,0,103,0
645,3,Dahomey 1,13,23,5,F,Dahomey,Sweden,N,L,246,1.287,10,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,3,Sweden 1,13,23,5,M,Sweden,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
647,3,Israel 1,13,24,5,F,Israel,Sweden,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,3,Sweden 1,13,24,5,M,Sweden,Israel,N,P,246,1.139,10,8,NA,NA,NA,16,12,28,0,0,0,1,7,9,16,0,0,0,1,44,0,1
649,3,Sweden 1,13,25,5,F,Sweden,Sweden,N,N,244,1.163,10,6,26,32,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,3,Sweden 1,13,25,5,M,Sweden,Sweden,N,N,287,0.951,12,1,NA,NA,NA,0,0,0,17,21,38,0,0,0,0,6,8,14,0,0,52,0
651,3,Barcelona 1,14,1,5,F,Barcelona,Barcelona,N,P,260,1.02,10,22,35,19,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,3,Barcelona 1,14,1,5,M,Barcelona,Barcelona,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
653,3,Brownsville 1,14,2,5,F,Brownsville,Barcelona,N,P,256,1.142,10,18,29,29,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,3,Barcelona 1,14,2,5,M,Barcelona,Brownsville,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
655,3,Dahomey 1,14,3,5,F,Dahomey,Barcelona,N,N,254,1.176,10,16,13,34,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,3,Barcelona 1,14,3,5,M,Barcelona,Dahomey,N,N,264,0.982,11,2,NA,NA,NA,35,37,72,0,0,0,1,25,22,47,0,0,0,1,119,0,1
657,3,Israel 1,14,4,5,F,Israel,Barcelona,N,N,273,1.108,11,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,3,Barcelona 1,14,4,5,M,Barcelona,Israel,N,N,267,1.033,11,5,NA,NA,NA,0,0,0,14,28,42,0,0,0,0,3,14,17,0,0,59,0
659,3,Sweden 1,14,5,5,F,Sweden,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,3,Barcelona 1,14,5,5,M,Barcelona,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,3,Barcelona 1,14,6,5,F,Barcelona,Brownsville,P,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,3,Brownsville 1,14,6,5,M,Brownsville,Barcelona,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
663,3,Brownsville 1,14,7,5,F,Brownsville,Brownsville,N,N,265,1.039,11,3,5,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,3,Brownsville 1,14,7,5,M,Brownsville,Brownsville,N,N,268,1.012,11,6,NA,NA,NA,0,0,0,18,39,57,0,0,0,0,8,7,15,0,0,72,0
665,3,Dahomey 1,14,8,5,F,Dahomey,Brownsville,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,3,Brownsville 1,14,8,5,M,Brownsville,Dahomey,N,P,250,1.05,10,12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,3,Israel 1,14,9,5,F,Israel,Brownsville,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,3,Brownsville 1,14,9,5,M,Brownsville,Israel,N,L,243,1.009,10,5,NA,NA,NA,0,0,0,15,12,27,0,0,0,0,2,3,5,0,0,32,0
669,3,Sweden 1,14,10,5,F,Sweden,Brownsville,P,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,3,Brownsville 1,14,10,5,M,Brownsville,Sweden,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
671,3,Barcelona 1,14,11,5,F,Barcelona,Dahomey,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,3,Dahomey 1,14,11,5,M,Dahomey,Barcelona,N,P,273,,11,11,NA,NA,NA,0,0,0,27,22,49,0,0,0,0,3,5,8,0,0,57,0
673,3,Brownsville 1,14,12,5,F,Brownsville,Dahomey,N,N,248,NA,10,10,27,24,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,3,Dahomey 1,14,12,5,M,Dahomey,Brownsville,N,N,253,,10,15,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,3,Dahomey 1,14,13,5,F,Dahomey,Dahomey,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,3,Dahomey 1,14,13,5,M,Dahomey,Dahomey,N,P,273,0.964,11,11,NA,NA,NA,0,0,0,15,21,36,0,0,0,0,17,23,40,0,0,76,0
677,3,Israel 1,14,14,5,F,Israel,Dahomey,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,3,Dahomey 1,14,14,5,M,Dahomey,Israel,N,P,266,1.03,11,4,NA,NA,NA,15,28,43,3,1,4,0.914893617,22,21,43,0,0,0,1,86,4,0.955555556
679,3,Sweden 1,14,15,5,F,Sweden,Dahomey,N,N,248,,10,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,3,Dahomey 1,14,15,5,M,Dahomey,Sweden,N,N,258,,10,20,NA,NA,NA,0,0,0,4,6,10,0,0,0,0,20,18,38,0,0,48,0
681,3,Barcelona 1,14,16,5,F,Barcelona,Israel,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,3,Israel 1,14,16,5,M,Israel,Barcelona,N,P,262,1.05,10,0,NA,NA,NA,37,38,75,1,3,4,0.949367089,5,3,8,1,0,1,0.888888889,83,5,0.943181818
683,3,Brownsville 1,14,17,5,F,Brownsville,Israel,N,N,261,1.084,10,23,22,23,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,3,Israel 1,14,17,5,M,Israel,Brownsville,N,N,261,0.975,10,23,NA,NA,NA,36,17,53,0,0,0,1,9,7,16,0,0,0,1,69,0,1
685,3,Dahomey 1,14,18,5,F,Dahomey,Israel,N,N,259,1.155,10,21,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,3,Israel 1,14,18,5,M,Israel,Dahomey,N,N,283,0.931,11,21,NA,NA,NA,0,0,0,14,18,32,0,0,0,0,4,4,8,0,0,40,0
687,3,Israel 1,14,19,5,F,Israel,Israel,N,N,269,,11,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,3,Israel 1,14,19,5,M,Israel,Israel,N,N,276,1.06,11,14,NA,NA,NA,33,57,90,0,0,0,1,23,25,48,0,0,0,1,138,0,1
689,3,Sweden 1,14,20,5,F,Sweden,Israel,N,N,271,1.038,11,9,14,15,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,3,Israel 1,14,20,5,M,Israel,Sweden,N,N,274,1.032,11,12,NA,NA,NA,13,17,30,3,3,6,0.833333333,0,0,0,0,0,0,0,30,6,0.833333333
691,3,Barcelona 1,14,21,5,F,Barcelona,Sweden,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,3,Sweden 1,14,21,5,M,Sweden,Barcelona,N,P,266,1.035,11,4,NA,NA,NA,0,0,0,22,14,36,0,0,0,0,4,7,11,0,0,47,0
693,3,Brownsville 1,14,22,5,F,Brownsville,Sweden,N,N,259,1.106,10,21,36,24,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,3,Sweden 1,14,22,5,M,Sweden,Brownsville,N,N,253,1.054,10,15,NA,NA,NA,13,19,32,3,3,6,0.842105263,11,10,21,0,0,0,1,53,6,0.898305085
695,3,Dahomey 1,14,23,5,F,Dahomey,Sweden,N,N,270,,11,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,3,Sweden 1,14,23,5,M,Sweden,Dahomey,N,N,261,1.074,10,23,NA,NA,NA,0,0,0,8,26,34,0,0,0,0,0,3,3,0,0,37,0
697,3,Israel 1,14,24,5,F,Israel,Sweden,N,N,275,1.167,11,13,32,28,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,3,Sweden 1,14,24,5,M,Sweden,Israel,N,N,288,,12,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,3,Sweden 1,14,25,5,F,Sweden,Sweden,N,N,249,1.111,10,11,30,26,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,3,Sweden 1,14,25,5,M,Sweden,Sweden,N,N,270,1.072,11,8,NA,NA,NA,42,38,80,0,1,1,0.987654321,2,3,5,5,11,16,0.238095238,85,17,0.833333333
701,3,Barcelona 1,15,1,6,F,Barcelona,Barcelona,N,P,262,,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,3,Barcelona 1,15,1,6,M,Barcelona,Barcelona,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
703,3,Brownsville 1,15,2,6,F,Brownsville,Barcelona,P,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,3,Barcelona 1,15,2,6,M,Barcelona,Brownsville,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
705,3,Dahomey 1,15,3,6,F,Dahomey,Barcelona,N,N,247,1.113,10,9,15,14,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,3,Barcelona 1,15,3,6,M,Barcelona,Dahomey,N,N,267,,11,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,3,Israel 1,15,4,6,F,Israel,Barcelona,N,N,258,1.21,10,20,29,18,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,3,Barcelona 1,15,4,6,M,Barcelona,Israel,N,N,261,1.137,10,23,NA,NA,NA,25,25,50,0,0,0,1,0,0,0,0,0,0,0,50,0,1
709,3,Sweden 1,15,5,6,F,Sweden,Barcelona,N,N,252,1.057,10,14,26,23,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,3,Barcelona 1,15,5,6,M,Barcelona,Sweden,N,N,249,1.06,10,11,NA,NA,NA,29,21,50,8,1,9,0.847457627,6,15,21,2,2,4,0.84,71,13,0.845238095
711,3,Barcelona 1,15,6,6,F,Barcelona,Brownsville,N,N,267,1.074,11,5,38,35,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,3,Brownsville 1,15,6,6,M,Brownsville,Barcelona,N,N,256,1.082,10,18,NA,NA,NA,0,0,0,27,31,58,0,0,0,0,8,21,29,0,0,87,0
713,3,Brownsville 1,15,7,6,F,Brownsville,Brownsville,N,L,268,,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
